date,year,type,country,state,activity,sex,age,injury,species,source
2011-11-22,2011,Exogens,Usa,California,Board activities/sports,M,,"No injury, kayak bitten",White Shark,R. Collier
2011-11-20,2011,Unprovoked,Papua New Guinea,East New Britain,Swimming activities/sports,M,,"No injury, shark collided with diver",Other,"you Tube, Shark Attack at 57 metres"
2011-11-12,2011,Unprovoked,Brazil,Pernambuco,Board activities/sports,M,35,Legs bitten,Other,"H. Nickel & A. Brenneka, SharkAttackSurvivors.com"
2011-11-11,2011,Unprovoked,Reunion,Bois-Blanc ,Swimming activities/sports,M,42,Left foot bitten,Other,"H. Nickel & A. Brenneka, SharkAttackSurvivors.com"
2011-10-28,2011,Unprovoked,Scotland,Moray,Board activities/sports,M,26,"No injury, shark bumped leg & board. ",Other,"Daily Record, 10/28/2011"
2011-10-22,2011,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,32,FATAL,White Shark,"Sky News, 10/22/2011"
2011-10-20,2011,Unprovoked,Usa,Oregon,Board activities/sports,M,41,"No injury, shark bit surfboard",White Shark,R. Collier
2011-10-19,2011,Unprovoked,Australia,Victoria,Swimming activities/sports,M,50,Small bruise to calf,Other,"The Age, 10/20/2011"
2011-10-11,2011,Unprovoked,Usa,Florida,Board activities/sports,M,,Foot bitten,Other,T. Riley
2011-10-10,2011,Unprovoked,Usa,Oregon,Board activities/sports,M,,No injury,Other,"R.Collier; KATU News, 10/11/2011"
2011-10-09,2011,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,64,FATAL,Other,"Perth Now, 10/11/2011"
2011-10-05,2011,Exogens,Reunion,,Other,M,51,No injury to occupant,Other,"Clicanoo, 10/5/2011"
2011-10-02,2011,Unprovoked,Usa,Florida,Other,M,,Minor injury to thigh,Other,"Herald Tribune, 10/2/2011"
2011-10-01,2011,Unprovoked,Usa,Alabama,Other,M,29,Lacerations to right wrist and middle finger,Other,WKRG
2011-09-30,2011,Unconfirmed,Usa,Puerto Rico,Board activities/sports,M,27,Lacerations to lower right leg ,Other,"El Nuevodia, 9/30/2011"
2011-09-28,2011,Provoked,Dominican Republic,Samaná Province,Other,M,48,Severe injuries to left arm PROVOKED INCIDENT,Other,"Hoy Digital, 9/28/2011"
2011-09-28,2011,Unprovoked,South Africa,Western Cape Province,Swimming activities/sports,M,43,"Right leg severed, left leg lacerated",White Shark,"News 24, 9/29/2011"
2011-09-24,2011,Unprovoked,Usa,Florida,Other,M,21,Laceration to left thigh,Bull Shark,"Herald Tribune, 9/24/2011"
2011-09-24,2011,Unprovoked,Usa,South Carolina,Playing or floating in the water,M,5,Laceration to left thigh,Other,"Sun News, 9/26/2011"
2011-09-20,2011,Exogens,Usa,Hawaii,Other,M,,"No injury, canoe bitten by shark",Other,"R. Mizutani, KHON2, 9/23/2011"
2011-09-19,2011,Unprovoked,Reunion,Saint-Gilles,Board activities/sports,M,38,FATAL,Other,zinfos974
2011-09-17,2011,Unprovoked,Kenya,Coast Province,Swimming activities/sports,M,17,FATAL,Other,"Mombasa411, 9/20/2011"
2011-09-16,2011,Unprovoked,Usa,Florida,Board activities/sports,M,25,Lacerations to arm,Other,"Daytona Beach News-Journal, 9/16/2011"
2011-09-11,2011,Unprovoked,Usa,California,Board activities/sports,M,37,"No injury, board bitten",Other,R. Collier
2011-09-11,2011,Unprovoked,Papua New Guinea,Central Province,Board activities/sports,M,30,Lacerations to right leg,Tiger Shark,"Sydney Morning Herald, 9/12/2011"
2011-09-04,2011,Unprovoked,Usa,Hawaii,Board activities/sports,,,"No injury, shark bit surfboard",Other,"KITV.com, 9/4/2011"
2011-09-04,2011,Unprovoked,Australia,Western Australia,Board activities/sports,M,21,FATAL,White Shark,"Sunshine Coast Daily, 9/5/2011"
2011-09-02,2011,Unprovoked,Usa,Florida,Board activities/sports,M,19,Lacerations to ankle & foot,Other,"WESH.com, 9/2/2011"
2011-08-31,2011,Unprovoked,Usa,Florida,Board activities/sports,M,19,Lacerations to lower leg,Other,"News4JAX, 9/1/2011"
2011-08-28,2011,Unconfirmed,Australia,Queensland,Swimming activities/sports,M,48,FATAL,Other,"Courier Pigeon, 8/30/2011"
2011-08-28,2011,Unprovoked,Usa,Texas,Other,F,39,"Lacerations to anterior left shin, abrasion to posteior right leg",Other,M. Locklear
2011-08-26,2011,Unprovoked,Russia,Primorsky Krai,Playing or floating in the water,M,,Superficial laceration to shoulder,Other,"Voice of Russia, 8/27/2011"
2011-08-23,2011,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,49,FATAL,White Shark,"News24, 8/23/2011"
2011-08-18,2011,Unprovoked,Russia,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Swimming activities/sports,M,16,"Lacerations to hip, thigh and knee",Other,"Ria Novosti, 8/18/2011"
2011-08-17,2011,Unprovoked,Usa,North Carolina,Other,F,20s,Lacerations to foot,Tiger Shark,C. Creswell
2011-08-17,2011,Unconfirmed,Usa,North Carolina,Other,M,12,Abrasions to left hand,Other,"C. Creswell, GSAF; Wway, 8/17/2011"
2011-08-17,2011,Unprovoked,Russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Swimming activities/sports,M,25,Hands severed,Other,"AsiaOne, 8/17/2011"
2011-08-16,2011,Unprovoked,French Polynesia,Society Islands,Board activities/sports,M,32,"No injury, board bitten",Other,Sharksurvivors.com
2011-08-16,2011,Unprovoked,Seychelles,Praslin,Swimming activities/sports,M,30,FATAL,Bull Shark,"P. Cahalan, The Independent, 8/17/2011"
2011-08-15,2011,Unconfirmed,Usa,South Carolina,Board activities/sports,M,7,Puncture wounds to foot,Other,"C. Creswell; Carolina Live, 8/15/2011"
2011-08-01,2011,Unprovoked,Seychelles,Praslin,Swimming activities/sports,M,36,FATAL,Other,"Gulf News, 8/2/2011; Clicanoo, 8/4/2011"
2011-07-31,2011,Unconfirmed,Brazil,Pernambuco,Swimming activities/sports,M,14,Cause of death may have been drowning; remains scavenged by sharks,Other,surfguru.com.br 
2011-07-30,2011,Exogens,Philippines,,Other,M,43,The two Malabagos were bitten by sharks but survived. The other occupants of the boat  were rescued.,Other,"ABS-CBN News, 8/17/2011"
2011-07-25,2011,Unprovoked,Usa,New Jersey,Other,M,,"No injury, shark bit boot",Other,"NBC, 7/28/2011"
2011-07-22,2011,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,29,Upper left arm & right leg bitten,White Shark,"Zigzag, 7/22/2011"
2011-07-19,2011,Unprovoked,Usa,North Carolina,Board activities/sports,F,6,Lower right leg & foot bitten,Other,"C. Creswell, GSAF; WITN.com"
2011-07-15,2011,Exogens,Reunion,Saint-Gilles,Board activities/sports,M,,No injury,Other,"Le Post, 7/19/2011"
2011-07-13,2011,Unprovoked,Usa,Texas,Board activities/sports,M,,Lacerations to left foot,Other,E.G. Paez
2011-07-13,2011,Unprovoked,Bahamas,Grand Bahama Island,Swimming activities/sports,M,54,Injuries to arm,Other,"Royal Bahamas Police Force, 7/13/2011"
2011-07-07,2011,Unprovoked,Usa,Texas,Swimming activities/sports,M,12,Foot bitten,Other,"A. Acosta, Victoria Advocate, 7/9/2011"
2011-07-07,2011,Unprovoked,Usa,Texas,Other,M,14,Lacerations to right foot,Other,"J. Martinez, Corpus Christi Caller Times, 7/19/2011"
2011-07-06,2011,Unprovoked,Reunion,Saint-Gilles,Board activities/sports,M,16,Minor injuries: scratches on nose & ankle. Board broken in two,Other,"V. Boyer, Le Journal de l’île de la Réunion, 7/7/2011"
2011-07-05,2011,Unprovoked,Columbia,Sucre,Board activities/sports,M,17,"Right arm bitten, defense wounds to left hand",Other,"El Universal, 7/6/2011"
2011-06-30,2011,Unprovoked,Turks & Caicos,Middle Caicos,Swimming activities/sports,M,28,Lacerations to left shoulder and back,Other,"T. Cyronak, R. Collier"
2011-06-29,2011,Unprovoked,Brazil,Pernambuco,Board activities/sports,M,21,Lacerations to right thigh,Other,"USA Today, 6/29/2011"
2011-06-28,2011,Unprovoked,South Africa,KwaZulu-Natal,Swimming activities/sports,M,22,Severe lacerations to hands and  left leg,Bull Shark,"Surfline.com, 6/28/2011"
2008-06-26,2011,Unprovoked,Usa,North Carolina,Board activities/sports,F,10,Ankle bitten,Bull Shark,C. Creswell & G. Hubbell
2011-06-24,2011,Unprovoked,Usa,California,Board activities/sports,M,,Shark leapt onto surfboard; surfer uninjured ,White Shark,R. Collier
2011-06-21,2011,Unprovoked,Usa,Florida,Other,M,20,Lacerations to foot and ankle,Other,"B. Raines, Press-Register, 6/21/2011"
2011-06-19,2011,Unprovoked,Turks & Caicos,Caicos Bank,Other,M,35,Right calf bitten,Other,"fptci.com, 6/23/2011"
2011-06-19,2011,Unprovoked,Costa Rica,Guanacaste,Board activities/sports,M,15,FATAL,Other,"D. Martinez, Tico Times, 6/21/2011"
2011-06-15,2011,Unprovoked,Reunion,Saint-Gilles-les-Bains,Board activities/sports,M,31,FATAL,Other,"Surfprevention.com, 6/16/2011"
2011-06-14,2011,Exogens,United Kingdom,Cornwall,Other,,,"No injury, shark slammed into boat",White Shark,"G. Box-Turnbull, Daily Mirror, 6/14/2011"
2011-06-12,2011,Unprovoked,Usa,Florida,Swimming activities/sports,M,28,Lacerations to right calf,Black Shark,"WPTV, 6/13/2011"
2011-06-06,2011,Unprovoked,Columbia,San Andrés archipelago,Other,M,24,Injuries to right hand and forearm,Other,"Il Isleno.com, 6/6/2011"
2011-06-06,2011,Unprovoked,Usa,California,Other,M,28,"No injury, minor damage to wetsuit",Other,R. Collier
2011-06-06,2011,Unprovoked,Usa,Florida,Other,M,19,Puncture wound to calf,Other,"L. Lelis, Orlando Sentinel, 6/7/2011"
2011-06-01,2011,Unprovoked,Malaysia,Kedah,Swimming activities/sports,F,,Laceration to dorsum of right foot,Black Shark,meglognature.blogspot.com
2011-05-30,2011,Unprovoked,Usa,Texas,Board activities/sports,F,22,Lacerations & punctures to right thigh ,Other,"KHOU.com, 5/31/2011"
2011-05-29,2011,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,33,"No injury, board bumped by shark",White Shark,"The George Herald, 5/30/2011"
2011-05-25,2011,Unprovoked,Usa,Hawaii,Board activities/sports,F,,"No injury, board bitten",Tiger Shark,"Star Advertiser, 5/26/2011"
2011-05-22,2011,Unprovoked,Usa,Hawaii,Board activities/sports,F,,"No injury, board bitten",Tiger Shark,"Hawaii News Now, 5/22/2011"
2011-05-21,2011,Unprovoked,South Africa,KwaZulu-Natal,Other,M,28,"Thigh bitten, FATAL",Other,"News 24, 5/21/2011"
2011-05-13,2011,Unprovoked,Usa,Florida,Board activities/sports,M,86,Lacerations to left foot & ankle,Other,"News 4, 5/16/2011"
2011-05-21,2011,Unprovoked,New Caledonia,North Province,Board activities/sports,M,15,"Thigh bitten, FATAL",Tiger Shark,"Radio New Zealand & Les Nouvelles Caledoniennes, 5/23/2011"
2011-05-13,2011,Unprovoked,Usa,Florida,Board activities/sports,M,37,Minor injury; puncture wounds to calf,Other,"L. Lelis, Orlando Sentinel, 5/13/2011"
2011-05-10,2011,Provoked,Usa,Florida,Other,M,,Laceration to arm by captive shark PROVOKED INCIDENT,Other,"News 7, 5/11/2011"
2011-05-07,2011,Unconfirmed,United Arab Emirates (Uae),Umm al Qaywayan Province,Other,M,43,"Erroneously reported on several internet sites as a ""shark attack"", it was the shark 8', 300-kg mako shark that was attacked, not the fisherman",Other,"Emirates 24/7 News, 5/7/2011"
2011-05-04,2011,Unprovoked,South Africa,KwaZulu-Natal,Other,M,37,Calf bitten,Other,"The Witness, 5/10/2011"
2011-04-26,2011,Unprovoked,Usa,Florida,Other,M,32,Calf bitten,Bull Shark,"J. Wigham III, Palm Beach Post, 4/27/2011"
2011-04-23,2011,Unprovoked,Australia,Western Australia,Playing or floating in the water,M,17,Heel bitten,Other,"T. Peake, GSAF"
2011-04-22,2011,Unprovoked,Usa,Florida,Board activities/sports,M,49,Minor puncture wounds,Other,S. Petersohn
2011-04-16,2011,Unprovoked,New Zealand,South Island,Board activities/sports,M,41,Puncture to left hand,Bronze Shark,"R.D. Weeks, GSAF"
2011-04-13,2011,Unprovoked,Indonesia,Bali,Board activities/sports,M,,Lacerations to forearm,Bull Shark,"A.Brenneka, SharkAttackSurvivors.com"
2011-04-08,2011,Unprovoked,Fiji,Vitu Levu,Swimming activities/sports,M,27,Minor injuries to left leg and hand,Other,"Bula Namaste, 4/10/2011"
2011-03-29,2011,Provoked,Usa,Texas,Playing or floating in the water,M,,Minor laceration to shoulder from captive shark PROVOKED INCIDENT,Black Shark,"You Tube, Baby Blacktip Shark Attack - How NOT to hold a shark."
2011-03-24,2011,Unprovoked,Mexico,Quintana Roo,Swimming activities/sports,F,,Lower leg & foot bitten,Bull Shark,"Canadian press, 3/25/2011"
2011-03-23,2011,Unprovoked,Australia,New South Wales,Board activities/sports,M,48,Severe injury to left forearm,Bull Shark,"Nine News, 3/24/2011"
2011-03-21,2011,Unprovoked,Mexico,Quintana Roo,Swimming activities/sports,M,46,Right foot bitten,Other,"Mississauga.net, 3/29/2011"
2011-03-21,2011,Unprovoked,Fiji,,Swimming activities/sports,M,30,"Left forearm severely bitten, surgically amputated",Other,"Fiji Times Online, 3/24/2011"
2011-03-16,2011,Unprovoked,Australia,New South Wales,Board activities/sports,F,24,"Severe injuries to head, neck, shoulder & upper left arm",Other,"The Sydney Morning Herald, 3/17/2011"
2010-03-10,2011,Unconfirmed,Egypt,South Sinai Peninsula,Other,F,,"Apparent drowning, and subsequent scavenging by 16' tiger shark",Other,"Swindon Advertiser, 3/10/2011 "
2011-03-10,2011,Unprovoked,Australia,New South Wales,Board activities/sports,M,,"No injury, surboard broken",Other,"Northern Star, 3/11/2011"
2011-02-28,2011,Provoked,Australia,Queensland,Other,M,36,Lacerations to right hand by hooked shark PROVOKED INCIDENT,Bull Shark,"C. Eksander, GSAF"
2011-02-23,2011,Unprovoked,New Caledonia, Loyalty Islands,Other,M,21,Lacerations to left forearm,Other,"Les Nouvelles Caledoniennes, 2/25/2011"
2011-02-18,2011,Unprovoked,Reunion,Saint Gilles ,Board activities/sports,M,32,Left leg severed at the knee,Other,"Clicanoo.com, 2/21/2011"
2011-02-17,2011,Unprovoked,Australia,South Australia,Swimming activities/sports,M,49,FATAL,White Shark,"T. Peake, GSAF"
2011-02-13,2011,Provoked,Australia,Queensland,Other,M,,Lacerations to calf by hooked shark PROVOKED INCIDENT,Other,"Courier-Mail, 2/14/2011"
2011-02-12,2011,Unprovoked,Australia,Western Australia,Swimming activities/sports,M,58,Arm bitten,Other,"T. Peake, GSAF"
2011-02-04,2011,Provoked,Mexico,Colima,Fishing activities,M,,Left foot bitten PROVOKED INCIDENT,Other,"AngelGuardianMX, 2/4/2011"
2011-02-02,2011,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,37,Right leg bitten,Other,"Iafrica.com, 2/2/2011"
2011-01-31,2011,Unprovoked,Mexico,Quintana Roo,Swimming activities/sports,F,38,"Leg, forearm & hand severely bitten",Other,"El Diario de Yucatan, 2/1/2011"
2011-01-28,2011,Provoked,Mexico,Colima,Fishing activities,M,25,Left eg bitten PROVOKED INCIDENT,Other,"Sun Sentinel, 1/30/2011"
2011-01-26,2011,Unprovoked,Bahamas,West End,Swimming activities/sports,M,55,Arm bitten ,Other,J. Abernethy
2011-01-20,2011,Unconfirmed,Australia,New South Wales,Swimming activities/sports,F,7,Lacerations to both legs,Other,"L. Brodnik, Tweed News, 1/22/2011"
2011-01-15,2011,Unprovoked,South Africa,Eastern Cape Province,Board activities/sports,M,16,FATAL,Other,"The Mercury, 1/15/211"
2011-01-03,2011,Exogens,Australia,Western Australia,Other,,,"No injury, shark nudged boat and bit propeller",White Shark,"S. Gordon, Sky News, 1/4/2011"
2010-12-26,2010,Unprovoked,Usa,Hawaii,Board activities/sports,M,16,"Lacerations to his lower left leg, calf, foot & ankle",Other,"J. Howard, Surfing, 12/27/2010"
2010-12-17,2010,Unprovoked,Fiji,Vitu Levu,Board activities/sports,M,,Lacerations to  foot,Other,"Fiji Times Online, 12/19/2010"
2010-12-11,2010,Unprovoked,Usa,Hawaii,Board activities/sports,M,46,Lacerations to right foot,Other,"Maui News, 12/14/2010"
2010-12-05,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,F,70,FATAL,White Shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
2010-12-03,2010,Unprovoked,Indonesia,Bali,Board activities/sports,M,,Lacerations to right hand,Other,"M. Trott, Indo Surf Life, 12/5/2010"
2010-12-01,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,M,54,Both arms severely bitten,Other,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
2010-12-01,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,M,46,Lacerations to right leg,Other,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
2010-11-30,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,F,70,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",White Shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
2010-11-30,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,F,48,Foot and arm bitten,White Shark,"M. Levine, R. Collier, E. Ritter, M. Fouda, et al"
2010-11-27,2010,Unprovoked,Samoa,,Other,M,47,Serious wounds to chest,Other,"Samoa Observer, 11/27/2010"
2010-11-27,2010,Unconfirmed,Australia,Western Australia,Swimming activities/sports,M,,Death may have been due to drowning,Other,"mailonline.com, 12/2/2010"
2010-11-19,2010,Provoked,Usa,Palmyra Atoll,Swimming activities/sports,M,33,Head bitten by netted shark PROVOKED INCIDENT,Other,"Sunday News, 12/12/2010"
2010-11-15,2010,Unprovoked,Dominican Republic,,Swimming activities/sports,M,21,FATAL,Other,"Dominican Today, 11/15/2010"
2010-11-14,2010,Unprovoked,Indonesia,Bali,Board activities/sports,M,,Hand bitten ,Other,Bali Waves
2010-11-12,2010,Exogens,Australia,Western Australia,Other,M,,No injury to occupant. Shark rammed bottom of the boat,White Shark,R. Hidding
2010-10-30,2010,Unprovoked,Australia,Western Australia,Swimming activities/sports,F,20,Torso and left buttock bitten,White Shark,"Perth Now, 10/30/2010"
2010-10-28,2010,Unprovoked,Australia,Western Australia,Other,M,,"No injury, shark head-butted diver's thigh",Other,"Albany & Great Southern Weekender, 10/28/2010"
2010-10-28,2010,Unprovoked,Usa,Oregon,Board activities/sports,M,,No injury to surfer,Other,R. Collier
2010-10-25,2010,Provoked,Azores,,Other,M,,PROVOKED INCIDENT?  ,Other,"Jornal Diario, 10/26/2010"
2010-10-23,2010,Unprovoked,Usa,Maine,Swimming activities/sports,M,30,"No injury to diver, shark bit his video camera",Other,"Bangor Daily News, 10/27/2010"
2010-10-23,2010,Unprovoked,Australia,Western Australia,Board activities/sports,M,14,Lacerations to lower right leg,Other,Sharksurvivors.com
2010-10-22,2010,Unprovoked,Usa,California,Board activities/sports,M,19,FATAL,White Shark,R. Collier
2010-10-20,2010,Unprovoked,Egypt,South Sinai Peninsula,Swimming activities/sports,F,,Multiple lacerations to left leg and foot,Other,M. Salem; Y. Sobolev
2010-10-09,2010,Unprovoked,Australia,New South Wales,Board activities/sports,M,22,Foot bitten,Bull Shark,"The Coffs Coast Advocate, 10/16/2010"
2010-10-02,2010,Unprovoked,Bahamas,Exuma Islands,Swimming activities/sports,M,,Calf bitten,Lemon Shark,Sharksurvivors.com
2010-10-02,2010,Unprovoked,Bahamas,Abaco Islands,Board activities/sports,F,,Bitten between left ankle & knee,Lemon Shark,"The Tribune, 10/4/2010"
2010-10-01,2010,Unprovoked,South Africa,Western Cape Province,Board activities/sports,M,Teen,3 lacerations to foot,Other,"News24.com, 10/1/2010"
2010-09-27,2010,Unprovoked,Usa,Oregon,Board activities/sports,M,29,"No injury, surfboard rammed",White Shark,R. Collier
2010-09-24,2010,Unprovoked,Usa,Virginia,Board activities/sports,M,18,Bite to left ankle and knee,Other,"K.Adams, The Virginian Pilot, 9/24/2010"
